Geneid,SRR15679346,SRR15679347,SRR15679348,SRR15679349
ENSMUSG00000026100,16,2,14,20
ENSMUSG00000001674,1119,972,599,763
ENSMUSG00000102006,0,0,0,0
ENSMUSG00000102488,0,0,0,0
ENSMUSG00000083584,0,0,0,0
ENSMUSG00000100913,0,0,0,0
ENSMUSG00002076253,0,0,0,0
ENSMUSG00000099960,0,0,0,0
ENSMUSG00000089274,0,0,0,0
ENSMUSG00000103263,0,0,0,0
ENSMUSG00000089190,0,0,0,0
ENSMUSG00000099451,0,0,0,0
ENSMUSG00000104180,0,0,0,0
ENSMUSG00000100762,0,0,0,0
ENSMUSG00000100405,0,0,0,0
ENSMUSG00000100525,0,0,0,0
ENSMUSG00000101495,0,0,0,0
ENSMUSG00000036707,3880,2955,3159,2823
ENSMUSG00000026223,1682,1140,2111,1531
ENSMUSG00000026224,6,8,18,12
ENSMUSG00000099767,2,0,0,0
ENSMUSG00000049608,0,0,2,0
ENSMUSG00000036815,189,60,399,265
ENSMUSG00000102801,4,4,4,8
ENSMUSG00000102681,0,0,0,0
ENSMUSG00000077472,0,0,0,0
ENSMUSG00000104410,0,0,0,0
ENSMUSG00000102521,0,0,0,0
ENSMUSG00000104205,0,0,0,0
ENSMUSG00000102902,0,0,0,2
ENSMUSG00000101985,0,0,0,0
ENSMUSG00000101994,0,0,0,0
ENSMUSG00000102940,0,0,0,0
ENSMUSG00000103914,2,2,0,0
ENSMUSG00000065340,0,0,0,0
ENSMUSG00000101006,0,0,0,0
ENSMUSG00000102240,4,4,0,0
ENSMUSG00000099574,0,0,0,0
ENSMUSG00000025939,1438,1132,1192,1144
ENSMUSG00000102457,12,8,0,2
ENSMUSG00000096141,27,22,14,36
ENSMUSG00000026094,239,317,199,217
ENSMUSG00000102405,0,0,0,0
ENSMUSG00000026341,4392,3885,3670,3058
ENSMUSG00000102063,0,0,0,0
ENSMUSG00000079658,1396,1267,1639,1397
ENSMUSG00000097744,0,2,0,0
ENSMUSG00000100959,0,0,0,0
ENSMUSG00000026342,988,842,907,852
ENSMUSG00000025940,792,685,533,540
ENSMUSG00000101015,0,0,0,0
ENSMUSG00000026343,12,10,0,0
ENSMUSG00000025779,4,8,24,8
ENSMUSG00000100093,0,0,0,0
ENSMUSG00000091020,23,17,2,0
ENSMUSG00000026344,91,38,196,102
ENSMUSG00000101640,3,0,0,0
ENSMUSG00000104133,0,0,0,0
ENSMUSG00000042686,348,257,122,179
ENSMUSG00000100110,0,0,0,0
ENSMUSG00000025777,1131,728,1791,1518
ENSMUSG00000099899,4,2,4,2
ENSMUSG00000100272,0,0,0,0
ENSMUSG00000100398,0,0,0,0
ENSMUSG00000101589,117,113,101,75
ENSMUSG00000102048,0,0,0,0
ENSMUSG00000089534,0,0,0,0
ENSMUSG00000042807,189,198,122,132
ENSMUSG00000067780,2,0,2,0
ENSMUSG00000100053,0,0,0,2
ENSMUSG00000098443,0,0,0,0
ENSMUSG00000087949,0,0,0,0
ENSMUSG00000102868,0,0,0,0
ENSMUSG00000119657,0,0,0,0
ENSMUSG00000085125,2,0,4,2
ENSMUSG00000025776,10,4,22,6
ENSMUSG00000099895,0,0,0,0
ENSMUSG00000100554,0,0,0,0
ENSMUSG00000099473,0,0,0,0
ENSMUSG00000099591,1,3,0,3
ENSMUSG00000109887,0,2,2,2
ENSMUSG00000102001,0,0,0,0
ENSMUSG00000101717,0,0,0,0
ENSMUSG00000025983,64,25,52,85
ENSMUSG00000025774,2,0,0,0
ENSMUSG00000070977,0,0,0,0
ENSMUSG00000073735,0,0,0,0
ENSMUSG00000041303,2034,1765,1465,1689
ENSMUSG00000109809,0,0,2,0
ENSMUSG00000049690,738,401,673,568
ENSMUSG00000067773,0,0,0,0
ENSMUSG00000101685,0,0,2,0
ENSMUSG00000101306,0,0,0,0
ENSMUSG00000104519,6,1,4,16
ENSMUSG00000088800,0,0,0,0
ENSMUSG00000102723,0,4,0,2
ENSMUSG00000101644,0,0,0,0
ENSMUSG00000103824,0,0,4,0
ENSMUSG00000099433,0,0,0,0
ENSMUSG00000101600,0,0,0,0
ENSMUSG00000089787,0,2,2,2
ENSMUSG00000101385,0,0,0,0
ENSMUSG00000042596,19,6,5,6
ENSMUSG00000100720,4,4,0,4
ENSMUSG00000073678,890,618,1201,1152
ENSMUSG00000104136,4,12,2,2
ENSMUSG00000101130,0,0,0,3
ENSMUSG00000036155,1434,960,1738,1338
ENSMUSG00000104039,2,0,0,0
ENSMUSG00000104378,4,8,4,6
ENSMUSG00000099471,19,17,19,14
ENSMUSG00000106307,0,0,0,0
ENSMUSG00002075922,0,0,0,0
ENSMUSG00000065687,0,0,0,2
ENSMUSG00000103390,0,2,0,0
ENSMUSG00000026594,6988,5207,4193,3549
ENSMUSG00000025927,1093,693,1861,1410
ENSMUSG00000100538,0,0,0,0
ENSMUSG00000101117,0,0,0,0
ENSMUSG00000100204,12,4,15,18
ENSMUSG00002076883,0,0,0,0
ENSMUSG00000102597,0,0,0,0
ENSMUSG00000101964,25,8,4,16
ENSMUSG00000097260,0,0,0,0
ENSMUSG00000073482,8,6,2,0
ENSMUSG00000033544,10,14,2,4
ENSMUSG00000103303,26,40,23,27
ENSMUSG00000102960,42,31,8,17
ENSMUSG00000101905,8,11,4,6
ENSMUSG00000101768,0,0,0,0
ENSMUSG00000103325,0,0,0,0
ENSMUSG00000026347,50,44,30,36
ENSMUSG00000026348,0,0,0,0
ENSMUSG00000102014,12,10,4,5
ENSMUSG00000026510,2909,2331,1847,1890
ENSMUSG00000043760,0,0,0,0
ENSMUSG00000091806,0,0,0,0
ENSMUSG00000101853,0,0,0,0
ENSMUSG00000104095,0,0,0,0
ENSMUSG00000089914,0,0,0,0
ENSMUSG00000090142,0,0,0,0
ENSMUSG00000070175,0,0,0,0
ENSMUSG00000099906,0,0,0,0
ENSMUSG00000065559,0,0,0,0
ENSMUSG00000065480,0,0,0,0
ENSMUSG00000025929,0,0,0,0
ENSMUSG00000026349,5464,4003,4046,4431
ENSMUSG00000041872,6,5,0,0
ENSMUSG00000052331,178,103,229,200
ENSMUSG00000026234,14778,11348,11694,10423
ENSMUSG00000101674,1,0,2,2
ENSMUSG00000102503,3,2,0,4
ENSMUSG00000064837,0,0,0,0
ENSMUSG00002075552,0,0,0,0
ENSMUSG00000104627,1,0,1,2
ENSMUSG00000102642,0,0,2,0
ENSMUSG00002076827,0,0,0,0
ENSMUSG00000064823,1,0,0,2
ENSMUSG00000073627,68,51,36,27
ENSMUSG00000026509,571,401,460,292
ENSMUSG00000110510,0,0,0,0
ENSMUSG00000102234,23,9,0,0
ENSMUSG00000104415,2,0,0,0
ENSMUSG00000026237,0,0,0,0
ENSMUSG00000036574,0,0,0,0
ENSMUSG00000101328,0,0,0,0
ENSMUSG00000051590,0,2,0,0
ENSMUSG00000041859,86,94,81,54
ENSMUSG00000099714,0,0,0,0
ENSMUSG00000102121,0,0,0,0
ENSMUSG00000088858,0,0,0,0
ENSMUSG00000097934,0,1,13,6
ENSMUSG00000026592,6,0,6,0
ENSMUSG00000109913,0,0,0,0
ENSMUSG00000025982,15703,12567,12368,12605
ENSMUSG00000103030,12,15,0,0
ENSMUSG00000026238,8535,6383,7139,4323
ENSMUSG00000025931,116,86,110,79
ENSMUSG00000077314,0,0,0,0
ENSMUSG00000100929,0,0,0,0
ENSMUSG00000041809,49,46,44,54
ENSMUSG00000026239,3323,3346,1945,1504
ENSMUSG00000102927,12,0,0,0
ENSMUSG00000025981,631,738,306,292
ENSMUSG00000101122,44,53,0,11
ENSMUSG00000041779,20,16,40,56
ENSMUSG00000099971,0,0,0,0
ENSMUSG00000100819,3,1,0,3
ENSMUSG00000036104,2525,2379,1504,1802
ENSMUSG00000025933,92,68,99,83
ENSMUSG00000102633,0,0,6,0
ENSMUSG00000026240,1237,1104,861,831
ENSMUSG00002075077,4,0,0,0
ENSMUSG00000103609,4,4,14,8
ENSMUSG00000070565,2449,1589,2277,2354
ENSMUSG00000026241,8,2,0,0
ENSMUSG00000102326,2,0,4,2
ENSMUSG00000102391,2,0,0,0
ENSMUSG00000087632,2,0,2,8
ENSMUSG00000103808,2,2,4,0
ENSMUSG00000025980,4008,3346,3089,2532
ENSMUSG00000073676,1266,1174,843,600
ENSMUSG00000100736,0,0,0,2
ENSMUSG00000089670,51,23,48,25
ENSMUSG00000025934,6,0,24,27
ENSMUSG00000099343,0,0,0,0
ENSMUSG00000096375,0,0,0,0
ENSMUSG00000036086,265,174,204,257
ENSMUSG00000099760,6,9,0,2
ENSMUSG00000104164,63,26,29,79
ENSMUSG00000058603,111,80,44,38
ENSMUSG00000102782,6,4,0,0
ENSMUSG00000103999,0,2,0,2
ENSMUSG00000033488,134,124,118,67
ENSMUSG00000087093,0,0,0,0
ENSMUSG00000093963,0,0,0,0
ENSMUSG00000067750,0,0,0,0
ENSMUSG00000086194,0,0,0,0
ENSMUSG00000094436,0,0,0,0
ENSMUSG00000041722,0,0,0,0
ENSMUSG00000025979,1922,1647,1621,1452
ENSMUSG00000085507,0,0,0,0
ENSMUSG00000061863,0,1,0,0
ENSMUSG00000094926,0,0,0,0
ENSMUSG00000085079,0,0,0,0
ENSMUSG00000085679,0,0,0,0
ENSMUSG00000053333,1613,1368,1122,1003
ENSMUSG00000100225,2,0,0,0
ENSMUSG00000100768,6,2,0,0
ENSMUSG00000104121,2,6,2,6
ENSMUSG00000102383,20,4,4,2
ENSMUSG00000104400,10,6,0,4
ENSMUSG00000102293,6,2,2,0
ENSMUSG00000102649,12,2,4,10
ENSMUSG00000084106,720,624,637,423
ENSMUSG00000102571,8,6,6,4
ENSMUSG00000099401,0,0,0,0
ENSMUSG00000102956,0,0,0,0
ENSMUSG00000103984,58,60,36,50
ENSMUSG00000025978,163,118,162,78
ENSMUSG00000046994,963,754,827,948
ENSMUSG00000101625,0,0,0,0
ENSMUSG00000026246,0,0,0,0
ENSMUSG00000079440,0,0,0,0
ENSMUSG00000100940,0,0,0,0
ENSMUSG00000028033,14,6,10,10
ENSMUSG00000036500,0,0,0,0
ENSMUSG00000099839,0,0,0,0
ENSMUSG00000104138,0,0,0,0
ENSMUSG00000082935,163,122,166,118
ENSMUSG00000103748,0,0,0,0
ENSMUSG00000025977,4,2,4,0
ENSMUSG00000100215,63,33,138,92
ENSMUSG00000101945,0,0,0,0
ENSMUSG00000101085,0,0,0,0
ENSMUSG00000038349,365,207,601,436
ENSMUSG00000102145,6,2,2,4
ENSMUSG00000100309,2,8,2,4
ENSMUSG00000056211,4745,3305,3946,3660
ENSMUSG00000102831,0,0,0,0
ENSMUSG00000101535,3,0,0,0
ENSMUSG00000099950,34,53,43,50
ENSMUSG00000104239,2,4,0,3
ENSMUSG00000102491,0,0,0,0
ENSMUSG00000102179,0,2,0,0
ENSMUSG00000103497,6,8,5,8
ENSMUSG00000100372,0,0,0,0
ENSMUSG00000065520,0,0,0,0
ENSMUSG00000100944,0,4,0,0
ENSMUSG00000101332,0,0,0,0
ENSMUSG00000045336,0,0,0,0
ENSMUSG00000026247,24,1,8,6
ENSMUSG00000026353,4868,3866,3586,3515
ENSMUSG00000036480,341,251,329,39
ENSMUSG00000026589,7,4,12,8
ENSMUSG00000103021,0,0,0,0
ENSMUSG00000103501,0,0,0,0
ENSMUSG00000026354,8,6,6,7
ENSMUSG00000102245,0,0,0,0
ENSMUSG00000103962,0,0,0,0
ENSMUSG00000102789,0,0,0,0
ENSMUSG00000004031,187,106,341,237
ENSMUSG00000026251,2,0,0,0
ENSMUSG00000026355,282,181,312,194
ENSMUSG00000038331,74,28,24,24
ENSMUSG00000104310,0,0,0,0
ENSMUSG00002075847,0,0,0,0
ENSMUSG00000099945,0,0,0,0
ENSMUSG00000101429,16,4,6,18
ENSMUSG00000101129,0,0,0,0
ENSMUSG00000038323,448,321,281,264
ENSMUSG00000026356,1713,1291,1612,1236
ENSMUSG00000088196,0,0,0,0
ENSMUSG00000100152,0,0,0,0
ENSMUSG00000100941,0,0,0,0
ENSMUSG00000088432,0,0,0,0
ENSMUSG00000026253,0,0,0,0
ENSMUSG00000100078,7,2,9,3
ENSMUSG00000045382,96,82,207,110
ENSMUSG00000099403,0,0,0,0
ENSMUSG00000097283,0,0,0,0
ENSMUSG00000064737,0,0,0,0
ENSMUSG00000048495,508,446,519,446
ENSMUSG00000025971,794,679,602,529
ENSMUSG00000077776,0,0,0,0
ENSMUSG00002076848,0,0,0,0
ENSMUSG00000101826,0,0,0,0
ENSMUSG00000102685,0,0,0,0
ENSMUSG00000101151,0,0,0,0
ENSMUSG00000042581,98,64,349,175
ENSMUSG00000103742,0,0,0,0
ENSMUSG00000103637,0,0,0,0
ENSMUSG00000104130,0,0,0,0
ENSMUSG00000089648,36,16,40,31
ENSMUSG00000094122,0,2,0,0
ENSMUSG00000102800,0,0,1,0
ENSMUSG00000103803,0,0,0,4
ENSMUSG00000103281,0,0,0,0
ENSMUSG00000100623,0,0,0,0
ENSMUSG00000086633,0,0,0,0
ENSMUSG00000026401,2,0,0,0
ENSMUSG00000087691,2,0,0,0
ENSMUSG00000086825,0,2,0,4
ENSMUSG00000090533,0,0,0,0
ENSMUSG00000103305,0,0,0,0
ENSMUSG00000026399,4,8,14,4
ENSMUSG00000104007,0,0,0,0
ENSMUSG00000102139,0,0,0,0
ENSMUSG00000102743,0,0,0,0
ENSMUSG00000103751,0,0,0,0
ENSMUSG00000039384,127,106,163,127
ENSMUSG00000044854,20,0,8,4
ENSMUSG00000102682,0,0,0,0
ENSMUSG00000102794,0,0,0,0
ENSMUSG00000104419,0,0,0,0
ENSMUSG00000101574,0,0,0,0
ENSMUSG00000089057,0,0,0,0
ENSMUSG00000103308,0,0,0,0
ENSMUSG00000102606,0,0,0,0
ENSMUSG00000103314,0,0,0,0
ENSMUSG00000092578,0,0,0,0
ENSMUSG00000042554,0,0,0,0
ENSMUSG00000064395,0,0,0,0
ENSMUSG00000039377,8,2,8,0
ENSMUSG00000102158,1,0,0,0
ENSMUSG00000026254,2516,2079,1879,1584
ENSMUSG00000101468,0,0,0,1
ENSMUSG00000026405,0,3,0,4
ENSMUSG00000101227,0,0,0,0
ENSMUSG00000026621,10,0,30,24
ENSMUSG00000088318,2,0,2,10
ENSMUSG00000073730,0,0,0,0
ENSMUSG00000089553,0,0,0,0
ENSMUSG00000101904,8,1,7,9
ENSMUSG00000102766,0,2,0,1
ENSMUSG00000100257,16,16,13,10
ENSMUSG00000065405,0,0,0,0
ENSMUSG00000097970,56,60,36,57
ENSMUSG00000065567,0,0,0,0
ENSMUSG00000100775,4,2,2,0
ENSMUSG00000101226,0,0,0,0
ENSMUSG00000026255,240,178,135,81
ENSMUSG00000089821,5,10,0,0
ENSMUSG00000026158,630,423,574,464
ENSMUSG00000097920,0,0,0,0
ENSMUSG00000099503,0,0,0,0
ENSMUSG00000026156,348,216,138,97
ENSMUSG00000073481,972,793,713,516
ENSMUSG00000088559,0,0,0,0
ENSMUSG00002076207,0,0,0,0
ENSMUSG00000039349,37,11,271,122
ENSMUSG00000026587,809,480,1443,1082
ENSMUSG00000103762,0,0,4,2
ENSMUSG00000103971,0,1,8,0
ENSMUSG00000070103,0,0,0,0
ENSMUSG00000102508,0,0,0,0
ENSMUSG00000102618,0,0,0,0
ENSMUSG00000026620,529,320,686,549
ENSMUSG00000102784,0,0,0,0
ENSMUSG00000103942,0,0,0,0
ENSMUSG00000103478,0,0,0,0
ENSMUSG00000104461,0,0,0,0
ENSMUSG00000026155,2526,1924,2229,1748
ENSMUSG00000026154,523,424,471,411
ENSMUSG00000102495,16,12,0,0
ENSMUSG00000073530,102,50,198,184
ENSMUSG00000047661,0,0,0,0
ENSMUSG00000104014,0,0,0,0
ENSMUSG00000061992,0,0,0,0
ENSMUSG00000104169,0,0,0,0
ENSMUSG00000038305,40,30,67,46
ENSMUSG00000091283,2,0,2,2
ENSMUSG00000054770,821,604,702,722
ENSMUSG00000026039,18,10,26,41
ENSMUSG00000040782,1595,1062,1653,1363
ENSMUSG00000103572,5,4,0,4
ENSMUSG00000103186,0,0,0,0
ENSMUSG00002074853,1,0,0,2
ENSMUSG00000105399,0,0,0,0
ENSMUSG00000103289,0,0,0,0
ENSMUSG00000103389,0,0,0,0
ENSMUSG00000039318,3100,2366,2574,2735
ENSMUSG00002075146,0,1,0,0
ENSMUSG00000105770,0,0,0,0
ENSMUSG00000103613,7,5,0,0
ENSMUSG00000063558,2,0,0,4
ENSMUSG00000026153,3359,2551,3257,3336
ENSMUSG00000102398,8,2,2,8
ENSMUSG00000097670,0,0,0,0
ENSMUSG00000026409,3460,3146,6025,9158
ENSMUSG00000015829,188,201,2551,1863
ENSMUSG00000103225,0,0,0,0
ENSMUSG00000046404,1213,1002,1196,1212
ENSMUSG00000104515,4,0,0,0
ENSMUSG00000073528,2,0,0,0
ENSMUSG00000103719,0,0,0,0
ENSMUSG00000088145,0,0,0,0
ENSMUSG00000104111,0,0,0,0
ENSMUSG00000042510,191,205,62,114
ENSMUSG00000100106,0,0,2,4
ENSMUSG00000090394,2,4,22,24
ENSMUSG00000064294,0,0,0,2
ENSMUSG00000026729,0,0,0,0
ENSMUSG00000089275,0,0,0,0
ENSMUSG00000026415,0,2,34,16
ENSMUSG00000026618,2152,1902,1722,1695
ENSMUSG00000104368,1,0,0,0
ENSMUSG00000065581,0,0,0,0
ENSMUSG00000065562,0,0,0,0
ENSMUSG00000102526,22,4,4,14
ENSMUSG00000026417,0,0,1,4
ENSMUSG00000026725,0,0,0,0
ENSMUSG00000038242,0,0,0,0
ENSMUSG00000089822,0,0,0,0
ENSMUSG00000026617,1255,1027,927,713
ENSMUSG00000058267,923,838,672,572
ENSMUSG00000097261,4,4,12,10
ENSMUSG00000014226,1758,1562,1589,1132
ENSMUSG00000103006,25,16,4,10
ENSMUSG00000079554,0,0,2,0
ENSMUSG00000103839,113,84,167,199
ENSMUSG00000016529,0,0,0,0
ENSMUSG00000026147,2256,1885,1965,1220
ENSMUSG00000016528,1832,1396,1287,915
ENSMUSG00000088705,0,0,0,6
ENSMUSG00000102856,47,24,13,18
ENSMUSG00002075689,0,0,0,0
ENSMUSG00000051223,5888,4719,6912,5016
ENSMUSG00000016526,307,337,160,186
ENSMUSG00000026615,5686,4594,4130,3471
ENSMUSG00000051295,237,169,289,136
ENSMUSG00000118510,11,0,0,0
ENSMUSG00000026614,338,256,394,263
ENSMUSG00000103799,0,0,0,0
ENSMUSG00000102546,0,1,0,0
ENSMUSG00000039246,287,289,245,198
ENSMUSG00000103056,6,7,3,9
ENSMUSG00002076007,0,0,0,0
ENSMUSG00000103449,0,0,0,0
ENSMUSG00000102790,0,0,0,0
ENSMUSG00000102217,0,0,0,0
ENSMUSG00000103690,0,0,0,2
ENSMUSG00000048000,4246,2999,3571,3407
ENSMUSG00000119117,0,0,0,0
ENSMUSG00000079436,14,4,16,14
ENSMUSG00002076368,0,0,0,0
ENSMUSG00000026141,14,17,26,36
ENSMUSG00000026258,2,0,0,0
ENSMUSG00000077463,0,0,0,0
ENSMUSG00000099997,12,18,8,10
ENSMUSG00000100131,40,25,34,20
ENSMUSG00000067736,10,10,4,4
ENSMUSG00000026034,10559,9261,5977,8269
ENSMUSG00000101939,52,45,5,5
ENSMUSG00000101111,65,55,65,33
ENSMUSG00000026721,1300,1012,2173,2577
ENSMUSG00000100862,135,133,71,51
ENSMUSG00000102070,47,69,33,28
ENSMUSG00000101249,63,38,48,34
ENSMUSG00000039239,1356,772,3343,1955
ENSMUSG00000089045,0,0,0,0
ENSMUSG00000100393,20,6,14,2
ENSMUSG00000102619,2,2,2,0
ENSMUSG00000001305,473,432,243,244
ENSMUSG00000097784,167,125,92,93
ENSMUSG00000104302,0,4,0,0
ENSMUSG00000103503,0,0,0,0
ENSMUSG00000089204,0,0,0,0
ENSMUSG00000097935,0,0,0,2
ENSMUSG00000103522,0,0,0,0
ENSMUSG00000104312,0,0,0,0
ENSMUSG00000103693,2,4,0,0
ENSMUSG00000104026,2,4,0,12
ENSMUSG00000039224,0,0,0,0
ENSMUSG00000118401,19,4,11,9
ENSMUSG00000104424,0,0,0,0
ENSMUSG00000104020,0,0,4,0
ENSMUSG00000103391,2,2,0,2
ENSMUSG00000103432,6,2,6,10
ENSMUSG00000077759,0,0,0,0
ENSMUSG00000102172,0,0,0,0
ENSMUSG00000103200,0,0,0,0
ENSMUSG00000103632,8,10,6,6
ENSMUSG00000104053,0,0,0,0
ENSMUSG00000102852,0,0,4,0
ENSMUSG00000103631,0,0,0,0
ENSMUSG00000077648,0,0,0,0
ENSMUSG00000057499,0,0,0,0
ENSMUSG00000026259,84,87,105,63
ENSMUSG00000026035,234,205,231,251
ENSMUSG00000026611,8,14,10,8
ENSMUSG00000089831,0,0,0,0
ENSMUSG00000106839,0,0,0,0
ENSMUSG00000107163,0,0,0,0
ENSMUSG00000079434,6,4,2,2
ENSMUSG00000089947,0,0,0,0
ENSMUSG00000091123,0,0,0,0
ENSMUSG00000089730,0,0,0,0
ENSMUSG00000073725,2992,2627,2458,2308
ENSMUSG00000040423,2550,1634,2392,2674
ENSMUSG00000103343,3,2,2,6
ENSMUSG00000103846,2,2,0,0
ENSMUSG00000103739,16,9,10,6
ENSMUSG00000100808,0,0,0,0
ENSMUSG00000100483,0,0,0,0
ENSMUSG00000100450,0,0,0,0
ENSMUSG00000099392,0,0,0,0
ENSMUSG00000026036,1319,1160,1218,1094
ENSMUSG00000026715,117,72,2,12
ENSMUSG00000103222,0,0,0,2
ENSMUSG00000103680,0,0,0,0
ENSMUSG00000043467,3997,2578,4091,4717
ENSMUSG00000104016,1,0,0,0
ENSMUSG00000026037,1325,1138,1085,1249
ENSMUSG00000119442,4,9,5,5
ENSMUSG00000039210,1421,1046,1079,1094
ENSMUSG00000104394,207,128,126,128
ENSMUSG00000085054,135,102,126,119
ENSMUSG00000104245,26,8,0,0
ENSMUSG00000103923,92,98,129,111
ENSMUSG00000026427,1651,1292,1118,993
ENSMUSG00000026610,2816,1647,3475,2799
ENSMUSG00000103961,0,0,0,2
ENSMUSG00000103401,0,0,0,0
ENSMUSG00000118492,0,0,0,0
ENSMUSG00000103577,8,16,17,6
ENSMUSG00000103732,8,4,6,6
ENSMUSG00000104482,0,0,0,0
ENSMUSG00000038174,2872,2118,2271,2987
ENSMUSG00000033569,706,376,1150,948
ENSMUSG00000026032,1445,1372,1250,991
ENSMUSG00000100202,0,0,0,0
ENSMUSG00000099490,0,0,0,0
ENSMUSG00000026430,62,75,55,62
ENSMUSG00000059647,12,16,8,2
ENSMUSG00000080849,0,0,0,0
ENSMUSG00000104257,0,2,0,4
ENSMUSG00000101729,0,0,0,2
ENSMUSG00000119153,0,0,0,0
ENSMUSG00000102296,0,0,4,0
ENSMUSG00000103209,0,2,2,6
ENSMUSG00000104027,6,0,0,6
ENSMUSG00000102407,2,2,0,0
ENSMUSG00000103214,4,2,0,4
ENSMUSG00000104100,4,2,4,6
ENSMUSG00000084740,0,0,0,0
ENSMUSG00000103889,0,6,0,2
ENSMUSG00000101301,0,2,0,1
ENSMUSG00000104221,2,0,0,2
ENSMUSG00000102250,4,2,0,4
ENSMUSG00000102317,8,2,0,12
ENSMUSG00000103563,0,0,0,4
ENSMUSG00000102465,4,4,2,4
ENSMUSG00000102659,10,2,4,8
ENSMUSG00000103924,2,2,0,0
ENSMUSG00000104132,8,0,2,2
ENSMUSG00000102747,4,4,0,0
ENSMUSG00000102386,2,0,4,4
ENSMUSG00000103004,0,0,0,0
ENSMUSG00000104516,32,40,48,26
ENSMUSG00000101618,0,0,0,0
ENSMUSG00000099458,0,0,0,0
ENSMUSG00000088111,0,0,0,0
ENSMUSG00000073722,0,0,0,0
ENSMUSG00000119695,0,0,0,0
ENSMUSG00000100310,0,0,0,0
ENSMUSG00000101033,0,0,0,0
ENSMUSG00000101372,2,1,1,0
ENSMUSG00000103241,0,0,0,0
ENSMUSG00000086240,112,69,72,23
ENSMUSG00000048411,0,0,0,0
ENSMUSG00000081557,2,2,0,0
ENSMUSG00000058590,0,0,0,0
ENSMUSG00000101235,0,0,0,0
ENSMUSG00002075209,0,0,0,0
ENSMUSG00000026609,25275,15951,13374,16454
ENSMUSG00002076857,0,0,0,0
ENSMUSG00002074912,0,0,0,0
ENSMUSG00000047528,0,0,0,0
ENSMUSG00000099257,0,0,0,0
ENSMUSG00000099492,2,6,6,2
ENSMUSG00000118548,0,2,0,0
ENSMUSG00000101046,0,0,0,0
ENSMUSG00000101726,0,0,0,0
ENSMUSG00002075317,0,0,0,0
ENSMUSG00002075289,0,0,0,0
ENSMUSG00000077235,0,0,0,0
ENSMUSG00000084550,0,0,0,0
ENSMUSG00000042349,14,4,8,12
ENSMUSG00000102027,0,0,0,0
ENSMUSG00000102055,0,0,0,0
ENSMUSG00000026031,1826,1102,1414,1362
ENSMUSG00000100236,0,0,0,0
ENSMUSG00000026029,32,45,56,50
ENSMUSG00000102719,2,2,6,6
ENSMUSG00000099719,4,5,8,0
ENSMUSG00000064440,0,0,0,0
ENSMUSG00000080463,0,0,0,0
ENSMUSG00000064816,0,0,0,0
ENSMUSG00000084667,0,0,0,0
ENSMUSG00000077220,0,0,0,0
ENSMUSG00000065160,0,0,0,0
ENSMUSG00000065735,0,0,0,0
ENSMUSG00002075950,0,0,0,0
ENSMUSG00000064968,0,0,0,0
ENSMUSG00000065228,0,0,0,0
ENSMUSG00000101093,0,0,0,0
ENSMUSG00000026028,24694,16817,16128,14808
ENSMUSG00000070960,32,32,16,28
ENSMUSG00000088620,0,0,0,0
ENSMUSG00000082159,0,0,0,0
ENSMUSG00000026425,2189,1461,1958,1671
ENSMUSG00000102733,0,0,0,6
ENSMUSG00000104060,2,0,6,0
ENSMUSG00000101778,5,4,6,10
ENSMUSG00000099959,0,0,0,0
ENSMUSG00002076189,0,0,0,2
ENSMUSG00000026058,86,52,135,118
ENSMUSG00000064688,0,0,0,0
ENSMUSG00000103482,0,0,4,2
ENSMUSG00000104498,0,4,0,2
ENSMUSG00000104313,6,0,0,0
ENSMUSG00000102865,0,0,0,0
ENSMUSG00000055184,60,53,24,26
ENSMUSG00000102321,0,0,0,0
ENSMUSG00000091318,0,0,0,0
ENSMUSG00000089489,0,0,0,0
ENSMUSG00000104433,4,0,0,0
ENSMUSG00002076392,0,0,0,0
ENSMUSG00000026432,0,0,0,0
ENSMUSG00000102926,0,0,0,0
ENSMUSG00000095841,1,0,0,0
ENSMUSG00000100497,0,0,0,0
ENSMUSG00000102917,2,2,2,4
ENSMUSG00000100481,0,2,5,0
ENSMUSG00000100590,0,0,0,0
ENSMUSG00000088750,0,0,0,0
ENSMUSG00000104230,0,0,0,0
ENSMUSG00000101754,0,0,0,0
ENSMUSG00000065223,0,0,0,0
ENSMUSG00000103087,0,0,0,0
ENSMUSG00000100318,0,0,0,0
ENSMUSG00000101612,0,0,0,0
ENSMUSG00000065260,0,0,0,0
ENSMUSG00000026709,558,612,448,482
ENSMUSG00000102864,4,2,0,0
ENSMUSG00000026134,300,234,318,255
ENSMUSG00000101682,0,0,0,0
ENSMUSG00000004552,50,81,0,0
ENSMUSG00000026605,61,38,76,45
ENSMUSG00000103374,0,0,0,0
ENSMUSG00000026027,840,756,593,527
ENSMUSG00000052688,55,82,20,20
ENSMUSG00000026708,119,125,125,104
ENSMUSG00000072295,87,89,74,115
ENSMUSG00000047383,0,0,0,0
ENSMUSG00000099752,0,0,0,0
ENSMUSG00000077616,0,0,0,0
ENSMUSG00000026604,77,84,113,82
ENSMUSG00000042268,8,2,0,0
ENSMUSG00000102248,0,0,0,0
ENSMUSG00000097925,0,0,0,0
ENSMUSG00000104435,60,31,0,0
ENSMUSG00000026705,1145,866,1117,1220
ENSMUSG00000026603,478,342,573,378
ENSMUSG00000103467,4,2,0,2
